nome n m c fila run l1 l2 llc cycles inst
COL 435666 1057066 137384 2LVBQDK 111 4655562 2401336 206373 478351229 1041236307
COL 435666 1057066 137384 2LVBQDK 111 4672081 2408819 206338 478644273 1041236345
COL 435666 1057066 137384 2LVBQDK 110 4663351 2406904 206601 476685191 1041236317
COL 435666 1057066 137384 2LVBQDK 111 4668828 2404255 205824 478543860 1041236346
COL 435666 1057066 137384 2LVBQDK 110 4664089 2408365 207289 476007169 1041236309
COL 435666 1057066 137384 2LVBQDK 110 4684007 2414959 205472 476472945 1041236335
COL 435666 1057066 137384 3LVBQDK 140 4633712 2432211 209732 599665384 1335327898
COL 435666 1057066 137384 3LVBQDK 139 4622985 2421074 208809 596902462 1335328535
COL 435666 1057066 137384 3LVBQDK 139 4637936 2427411 208953 594996961 1335328521
COL 435666 1057066 137384 3LVBQDK 139 4615329 2422381 211330 598420875 1335328418
COL 435666 1057066 137384 3LVBQDK 139 4627357 2429395 211610 597455263 1335328505
COL 435666 1057066 137384 3LVBQDK 139 4614873 2423620 209538 596866553 1335328529
COL 435666 1057066 137384 3LVBQDK 139 4628555 2433111 209807 597946692 1335328428
COL 435666 1057066 137384 3LVBQDK 139 4617982 2420740 207166 596825646 1335328512
COL 435666 1057066 137384 3LVBQDK 139 4635084 2426208 209633 597952804 1335328533
COL 435666 1057066 137384 3LVBQDK 139 4623659 2430850 209735 597211123 1335328426
